numero_de_cliente,foto_mes,prob
865579501,202108,0.9008699026158365
1138915463,202108,0.8983506639587308
576802189,202108,0.8731265985383807
570823043,202108,0.8571232149435566
560790759,202108,0.8570154591666248
566143456,202108,0.8519496567780059
319504053,202108,0.8410915574491699
738370561,202108,0.831672169161392
983443717,202108,0.8249294625786409
268780799,202108,0.8239474246868157
787088541,202108,0.8222196906273084
1351838424,202108,0.8215418950423518
796906930,202108,0.8212967045986044
633982404,202108,0.8203060665101923
890927636,202108,0.810827789536749
1358541296,202108,0.8054733246333307
932070606,202108,0.8039137980990155
934341407,202108,0.8029129967775176
1211621923,202108,0.8017652818827409
1220884537,202108,0.8011572651693344
993302721,202108,0.7990194745428644
628746745,202108,0.7945009397025707
567376073,202108,0.7894769862370966
1216406301,202108,0.7831329587132506
1105051420,202108,0.782424084492508
935039616,202108,0.7803667585283204
308625747,202108,0.7793256068513722
1113079522,202108,0.7776531232794419
545666557,202108,0.7772402969875231
1135460030,202108,0.7740239308388367
983005783,202108,0.7684004122234306
749142548,202108,0.7683084585749288
551527197,202108,0.7609255415227273
1454651290,202108,0.75846152615803
1326095241,202108,0.7573696927615634
875218419,202108,0.7549404839148005
573513904,202108,0.7539401450890897
831565296,202108,0.7526306780483498
1029533474,202108,0.7464304292254006
879966485,202108,0.7458161981173672
1308433696,202108,0.7442082511885844
892010167,202108,0.7423025200518157
1043100456,202108,0.7418335411299054
728444094,202108,0.7405580427842264
847097672,202108,0.7403929808497902
1453387683,202108,0.7381646196716708
565111318,202108,0.7360030972676354
1076405010,202108,0.7359027605618288
764203958,202108,0.7357648990613045
793790542,202108,0.7337046686862929
893279974,202108,0.7336743158841179
917594877,202108,0.7332654240072657
1358116427,202108,0.7322321266233207
959276048,202108,0.7316745190240559
1451998857,202108,0.7303293606693747
1202942214,202108,0.72833584694607
583226554,202108,0.7258164719284426
1455410754,202108,0.7254257677343829
658930239,202108,0.7221899155331218
575187581,202108,0.721700893258122
1499452427,202108,0.717948474677729
907781083,202108,0.7178687594141349
299832126,202108,0.7172540657207186
1148906328,202108,0.7170882672703539
1078447330,202108,0.7148798294261299
798837089,202108,0.7112944997600782
1150607418,202108,0.7098230064505184
460236883,202108,0.7067243705336568
640006034,202108,0.7058485375577954
1538922745,202108,0.7052361281910181
614269197,202108,0.7036460907019478
1541665751,202108,0.7033500074525459
923876304,202108,0.7033482797717776
750995986,202108,0.7022294131619937
1528752264,202108,0.7018972697077933
1109312688,202108,0.7018296756196476
467405683,202108,0.701230462797584
715968097,202108,0.7004446502678692
884246131,202108,0.6989076472827074
922446352,202108,0.698775034692016
823658108,202108,0.6984923645800264
965066969,202108,0.697627758962693
1219779402,202108,0.6974864860943151
1158858535,202108,0.6971614816829188
1205081896,202108,0.6966231660569857
1066237594,202108,0.6954567765884729
1207248196,202108,0.6941571243147778
881966141,202108,0.6935941079521273
