numero_de_cliente,prob
536087879,0.5781617436147933
1060627603,0.5679884883342077
891444836,0.5654756807663017
1019613711,0.5607770676038297
481258037,0.5604933638310711
1173948091,0.5603410258768245
1111625350,0.5569491167843688
464422087,0.5555545149696275
1457717140,0.5551470186308157
907781083,0.5535820799398601
1160271425,0.5520554152304736
554719580,0.5517926729761176
649245454,0.5504082825066829
639428014,0.549763342305216
786788224,0.5493708693966387
465337547,0.5479774536579481
1385860725,0.5472981889366457
1055747034,0.5432786213427434
991344773,0.5431942698283911
1443216108,0.5409886755431904
1242583618,0.5404083467378274
513476046,0.5389613041385652
1172760983,0.5386321208554861
573513904,0.5384776899493484
1245711022,0.5360624125443059
1236829015,0.5348466202499845
1449104895,0.5344669781437432
1527223130,0.5333113160164438
1156129535,0.5319527615422684
1453335539,0.5296804247287743
1168793901,0.529406268324156
1456700758,0.5289382072609309
1166724663,0.5280556133820442
1453460903,0.5277625347772597
494585231,0.5269597268498203
1080903443,0.5268873296400274
1070308306,0.5266436891350507
1030686740,0.5266289426575155
300333280,0.5262617815796745
319504053,0.5257630204186651
1435628486,0.5254966031688394
1391064796,0.5253523850579846
966106178,0.5252411036910865
1353190640,0.5251896722174223
818930033,0.5245381883990989
1001712378,0.524451153241899
349336325,0.5241801493904213
620749642,0.5232913169866324
664667412,0.5228549647950984
1171665472,0.5223348966734177
1047752186,0.5208591183090259
1534162279,0.5206652322160163
1100354114,0.5202106364828389
625716189,0.5199945295605337
908634331,0.5195889547233741
634693952,0.5195726528255058
605476157,0.5181152576161318
573203604,0.5170795849959863
1148208487,0.5162648777196931
1151275140,0.5159792625337757
509057536,0.5158182934294872
1220730950,0.515548400024397
1489026334,0.5147197185304736
823779970,0.5146637846640422
1170965154,0.5141358657351146
851921870,0.5124962422647257
1156592687,0.5123228121605715
955635533,0.5122578788000726
1045288635,0.5119853299951247
675963448,0.5117323254947113
772867834,0.5113927646446705
753746139,0.5113511691683238
549638097,0.5110105815058568
1437278243,0.5108603631634779
310450380,0.5106429309952224
672560961,0.5104809783195059
777142167,0.5103888202452587
865659869,0.5099137604789062
906198781,0.5098203935648358
1052434394,0.5097225435411026
886708367,0.5088516715631891
1448511273,0.5085493005935252
627775871,0.5082893255769493
1462699298,0.5082803770124771
699066674,0.5082769274734277
1438284053,0.5077191568098377
1168492781,0.5076590227101236
286028636,0.5073630625692763
1300750608,0.5070011601670915
707172291,0.5069000112688957
507114251,0.5068297976379056
834026592,0.5065001862721022
1001879381,0.506336042342222
1533601475,0.5061975644391359
909027483,0.5060853429439733
1141566359,0.5059687742693798
260754302,0.5057321348152982
901783047,0.5055602157711478
354097884,0.5047461447177685
1452724188,0.5047200299353594
989697937,0.5046545694143632
972751296,0.5044166611488442
1245085674,0.5043500140098902
1437281667,0.5040768101674099
1200557066,0.5038725353609377
594024570,0.5038481817425919
1445692349,0.5038031960536858
1304698297,0.5037961262082753
776639553,0.5030617217463796
975346111,0.5030602329906938
849193374,0.5030459776350044
1054188797,0.5030189473865149
1316054205,0.5028205754374002
