numero_de_cliente,foto_mes,prob,Predicted
796906930,202108,0.8686659156911368,1
268780799,202108,0.8535768187225894,1
993302721,202108,0.8527323570451553,1
738370561,202108,0.8440780027402527,1
865579501,202108,0.8418579219703046,1
802705870,202108,0.8350751337085152,1
633982404,202108,0.8340851567803029,1
934341407,202108,0.831770807188951,1
1138915463,202108,0.8309176887592431,1
1252756866,202108,0.8098380594019444,1
1087111138,202108,0.8095381860126625,1
1455410754,202108,0.8064177497828224,1
731174264,202108,0.8060854720433211,1
1187300888,202108,0.8052586313757777,1
1053660367,202108,0.7995761246993056,1
1501373397,202108,0.799163554823887,1
875218419,202108,0.7898571440189748,1
877757085,202108,0.7893229824706833,1
855980695,202108,0.7841578403730766,1
697307454,202108,0.7819288569140446,1
1085834405,202108,0.7786601090662075,1
1455152445,202108,0.777613516814484,1
1542639904,202108,0.7722494806963449,1
1496334356,202108,0.7667248923657212,1
1315590463,202108,0.7597723804996729,1
1046298313,202108,0.7595566149463192,1
576802189,202108,0.7581631982441623,1
674826954,202108,0.7580066201368811,1
1248828947,202108,0.7574130055541379,1
739889780,202108,0.7519973474405816,1
852586893,202108,0.7518627309559034,1
1322288014,202108,0.7511259722164794,1
749142548,202108,0.7460948526485438,1
946454380,202108,0.74601240533644,1
1460746022,202108,0.7376150527403479,1
512877607,202108,0.7338715766472973,1
891203375,202108,0.7328687560359917,1
661923023,202108,0.7294507622353222,1
763286022,202108,0.7269030504964195,1
871614873,202108,0.7246713604202139,1
1453335539,202108,0.7240133251742413,1
1232041358,202108,0.7234393887097267,1
1174335556,202108,0.7215382066593949,1
1471296744,202108,0.7203634052766721,1
825028479,202108,0.7184899945845373,1
284241629,202108,0.7182772153932322,1
1541665751,202108,0.7142178465347601,1
496623111,202108,0.7136478353158925,1
566143456,202108,0.7092986238643667,1
1327260036,202108,0.7053926727865221,1
640006034,202108,0.7030910913087433,1
610100688,202108,0.7022774586859954,1
926251102,202108,0.7003588070175416,1
283451319,202108,0.7003077610294454,1
689123426,202108,0.6981399229311409,1
726647172,202108,0.6969952766253424,1
1351192000,202108,0.6969126884675941,1
1454651290,202108,0.6954921832341779,1
1455139242,202108,0.6948115228400903,1
1216764662,202108,0.6946594254123231,1
266262926,202108,0.6940266486685898,1
1103638308,202108,0.6934074401328494,1
516182006,202108,0.6901976316033638,1
974321556,202108,0.6899364258882223,1
916217435,202108,0.6883177982174362,1
1498193192,202108,0.6870793212579227,1
908439394,202108,0.6809463298688209,1
1309462691,202108,0.6803366373346382,1
1389069735,202108,0.679096719139628,1
675235196,202108,0.6784079076129302,1
1056973007,202108,0.6774366739873092,1
541370575,202108,0.6760576278761259,1
468098998,202108,0.6735944452567382,1
779103394,202108,0.6715834951115414,1
913951878,202108,0.6698699112984526,1
1387798758,202108,0.6680401377931982,1
481142733,202108,0.6670937110529873,1
1108059439,202108,0.6665327967054652,1
1076405010,202108,0.6655138139363348,1
840680745,202108,0.6640064447646904,1
1008617411,202108,0.6636366357453582,1
1330142478,202108,0.6608752745706243,1
570823043,202108,0.6607940114623736,1
1220884537,202108,0.6572150404593989,1
650310043,202108,0.6558204183375436,1
1451998857,202108,0.6555158503977846,1
1351711677,202108,0.6548093718071746,1
1382419144,202108,0.6539159481766035,1
1037607153,202108,0.6485768065321063,1
939732328,202108,0.6480693561784674,1
1492589478,202108,0.647969414392118,1
483940436,202108,0.6462033989693461,1
674363503,202108,0.645932915048211,1
877664831,202108,0.6454288076923489,1
828138309,202108,0.6453040994267232,1
580935616,202108,0.6451442809021576,1
1246622101,202108,0.6429561392847428,1
976198265,202108,0.6426174934522505,1
596919847,202108,0.642159839652265,1
471044011,202108,0.6352046901065593,1
1314774193,202108,0.6348861097953329,1
1221673020,202108,0.6344074167393638,1
1211727961,202108,0.6333686267938946,1
1392781941,202108,0.6331346510212162,1
850427741,202108,0.6319919187667038,1
1148933160,202108,0.6251140286158229,1
339353341,202108,0.62507279627488,1
844188825,202108,0.6217904412157333,1
707237415,202108,0.6216127834580784,1
594418012,202108,0.621274673982983,1
886507606,202108,0.6203452442143977,1
1214073800,202108,0.6183466208673418,1
1486836993,202108,0.6176692755142364,1
1463398967,202108,0.6171781025329494,1
645090506,202108,0.616511877636518,1
1558958943,202108,0.6159658688038845,1
1075679457,202108,0.614851713998703,1
1122977834,202108,0.6142196418604183,1
652969615,202108,0.6110032368448696,1
1202494732,202108,0.6108671766858225,1
1356421964,202108,0.6106332223047929,1
662510813,202108,0.6061271743545933,1
1556298491,202108,0.6059204530540614,1
1088643849,202108,0.6052302898520117,1
1501002713,202108,0.6038713101461405,1
1211148113,202108,0.602022500344612,1
893279974,202108,0.6016059032951376,1
848159340,202108,0.5970824592919941,1
962571915,202108,0.5945380716476308,1
1463278343,202108,0.5942700794694488,1
1341317019,202108,0.5910485167502784,1
570043305,202108,0.5908555569155597,1
688587634,202108,0.5896019588518282,1
1280446331,202108,0.5895123173143624,1
1436426012,202108,0.5894670591396962,1
458348509,202108,0.5859931933746778,1
1195505335,202108,0.5856329866980835,1
1573944435,202108,0.5845768055044054,1
304163479,202108,0.5841641587398464,1
588389054,202108,0.583800601906932,1
1334834387,202108,0.5813296060559474,1
1309416602,202108,0.5808893627044457,1
1087824146,202108,0.580006173272008,1
818067230,202108,0.578786522778354,1
1161752941,202108,0.5781285164174211,1
1142782417,202108,0.5766694298609886,1
941625297,202108,0.5758544883952927,1
1389054056,202108,0.5754756609635231,1
944137046,202108,0.5728716845444534,1
1115688120,202108,0.572418847579065,1
740341276,202108,0.5721640450542201,1
892786625,202108,0.5709684239523842,1
284752049,202108,0.5698277014195078,1
1162654319,202108,0.5689559481642048,1
1471896498,202108,0.568278160157529,1
1236224522,202108,0.5681047520802395,1
1243136694,202108,0.5679307277278721,1
1090529525,202108,0.5646823786103532,1
1118623363,202108,0.5645622036824867,1
1181382349,202108,0.5639907144533362,1
1593087419,202108,0.5604460776009845,1
1014942228,202108,0.5579635578526724,1
288057028,202108,0.5579260827924015,1
1461288747,202108,0.5572639692700387,1
1200599073,202108,0.5531356767031707,1
483632535,202108,0.5526201340584538,1
1343843943,202108,0.5518986890027455,1
1308822544,202108,0.550807245706377,1
1356660581,202108,0.549557242792698,1
1573876612,202108,0.5490076149908966,1
981733935,202108,0.5487404373826432,1
572014669,202108,0.5485092693696512,1
1443593581,202108,0.5473204991865142,1
482466947,202108,0.5471831779663966,1
730935800,202108,0.5462115077319551,1
1077214867,202108,0.5451111158387177,1
834026592,202108,0.5439666391274692,1
325040602,202108,0.5438025626442193,1
672171387,202108,0.5396792054956966,1
1312233485,202108,0.536275322623879,1
251803969,202108,0.5342731482773727,1
681600270,202108,0.5324131331568551,1
661495379,202108,0.532124780609501,1
649231159,202108,0.5315400842001331,1
505309746,202108,0.5312578979705687,1
1329644748,202108,0.5308601403749819,1
1219955081,202108,0.5302546122783391,1
597391172,202108,0.5302282882322741,1
848851861,202108,0.5298467574561255,1
972656419,202108,0.5287900736270726,1
805342334,202108,0.5285927947391047,1
265670320,202108,0.5285094750993015,1
1205037335,202108,0.5258496826537844,1
583815804,202108,0.5254167456224266,1
458065989,202108,0.5212962073840108,1
1215771619,202108,0.5209097819981757,1
560790759,202108,0.5207161819947373,1
255533604,202108,0.5201506855255837,1
1243123500,202108,0.5201262670755142,1
1438284053,202108,0.5201016315232289,1
1044673936,202108,0.519005020786039,1
439167890,202108,0.5189494465732366,1
672560961,202108,0.5183822445746672,1
987906190,202108,0.5175346647818144,1
1042888970,202108,0.5173504374452698,1
592926795,202108,0.5170448254691563,1
673747779,202108,0.5164435578581401,1
1549737311,202108,0.5162292086038764,1
545666557,202108,0.5159170488095937,1
288857116,202108,0.5154054629149982,1
1216794491,202108,0.5145394907862229,1
1224852935,202108,0.5145044920499184,1
1337312225,202108,0.514409955166107,1
636337800,202108,0.5138193797556033,1
1001712378,202108,0.5134620499427145,1
635152732,202108,0.5131061227777222,1
1066237594,202108,0.5128373035540499,1
738532611,202108,0.5127297707661643,1
892010167,202108,0.5109552944861514,1
659686859,202108,0.5107305996959609,1
954355948,202108,0.5099292269104259,1
1557297230,202108,0.5094027898684489,1
1453901160,202108,0.5092796014984957,1
319504053,202108,0.5091720729545401,1
1166724663,202108,0.5087658338071198,1
655491800,202108,0.5087427662212336,1
847107518,202108,0.5086447386369134,1
441307350,202108,0.5086150338975219,1
796673419,202108,0.5083300411390554,1
823779970,202108,0.5078835469735948,1
1360235972,202108,0.5068936472753017,1
804131818,202108,0.5068036133039262,1
1082213139,202108,0.5066796630783381,1
304459859,202108,0.5062552627326173,1
1039954017,202108,0.5057644257806473,1
1158070411,202108,0.5051467396047502,1
1156129535,202108,0.5042664780780874,1
1591547935,202108,0.5041075362965253,1
292688041,202108,0.5030125296504828,1
723680938,202108,0.5030028193775525,1
1038994808,202108,0.5029843370844655,1
501900692,202108,0.5020464768826534,1
750679777,202108,0.5019578633626897,1
1452408859,202108,0.5019521618410597,1
590988105,202108,0.5017657054412598,1
1533601475,202108,0.5016993434630672,1
975346111,202108,0.5016648123813591,1
766389438,202108,0.5016271465064501,1
1128538524,202108,0.5010823549965968,1
1448511273,202108,0.5007046071350835,1
685855935,202108,0.5006204310265666,1
1368020136,202108,0.500584609084766,1
1527223130,202108,0.5003882830446778,1
1549345918,202108,0.5003460265466835,1
1121319110,202108,0.5001763275295646,1
603923539,202108,0.4996667038149772,1
1172201852,202108,0.4995658070717532,1
984863824,202108,0.4994329003310464,1
893531862,202108,0.49942894792298104,1
970104405,202108,0.4993961538589286,1
1462699298,202108,0.4992196746497379,1
801430743,202108,0.49919118343538654,1
1452256587,202108,0.4989084187484442,1
1098369838,202108,0.4988227716230671,1
509057536,202108,0.4986155640652627,1
1321610378,202108,0.49861539062915944,1
1170965154,202108,0.49848907810474435,1
1019990168,202108,0.49824949787139033,1
1019959314,202108,0.49815501941480095,1
837387576,202108,0.498145804651149,1
943679940,202108,0.4974540692846739,1
1112472330,202108,0.49740980503612153,1
1012333766,202108,0.49702016557611933,1
893244969,202108,0.49659222252934676,1
1472560061,202108,0.4965781673823733,1
1469582520,202108,0.4962346976210736,1
942776888,202108,0.4959073189215633,1
810713485,202108,0.4957319347463724,1
706450316,202108,0.4955352405888209,1
895482081,202108,0.4947175904474248,1
1311726276,202108,0.4946110824199489,1
1489026334,202108,0.4945347025262823,1
1307565641,202108,0.4943857537033402,1
290131509,202108,0.49412617061966385,1
1180108391,202108,0.4940580874598696,1
513476046,202108,0.49397633039696015,1
954872346,202108,0.49392207258574283,1
250700362,202108,0.49387123590476606,1
913283797,202108,0.4933113180601604,1
1235793820,202108,0.4932306780526812,1
549638097,202108,0.4930065696718366,1
1385027093,202108,0.49293481079411877,1
499890020,202108,0.49266535194531036,1
1462805413,202108,0.4924498651468935,1
831294962,202108,0.49230691668125076,1
907781083,202108,0.4921898009567087,1
1083297421,202108,0.49209888571264976,1
922625754,202108,0.4919975706599526,1
779975532,202108,0.49198950343794334,1
602330375,202108,0.4918464301891129,1
1337728426,202108,0.4917458598106201,1
875923408,202108,0.49140501736795317,1
576908517,202108,0.4913985080963161,1
805247961,202108,0.4911677910102371,1
837915280,202108,0.4908402563828179,1
287832706,202108,0.4899469006256683,1
335126566,202108,0.48991688545285716,1
651081685,202108,0.4898098063979643,1
1391385096,202108,0.4898094853491182,1
849193374,202108,0.48955873264456456,1
511760507,202108,0.4895496604415871,1
611172493,202108,0.4894484865369425,1
972477375,202108,0.4893553037473763,1
908138573,202108,0.4891587183974054,1
1318659020,202108,0.48883381316048113,1
1309582512,202108,0.4883711563217309,1
1209823686,202108,0.4883343424053518,1
1472048847,202108,0.48831060882446625,1
1043698536,202108,0.48805127943864657,1
1182126936,202108,0.4879073640800154,1
908634331,202108,0.487808220243141,1
1098618302,202108,0.48760403014593234,1
840636919,202108,0.4875267607686442,1
