numero_de_cliente,foto_mes,prob
796906930,202108,0.8686659156911368
268780799,202108,0.8535768187225894
993302721,202108,0.8527323570451553
738370561,202108,0.8440780027402527
865579501,202108,0.8418579219703046
802705870,202108,0.8350751337085152
633982404,202108,0.8340851567803029
934341407,202108,0.831770807188951
1138915463,202108,0.8309176887592431
1252756866,202108,0.8098380594019444
1087111138,202108,0.8095381860126625
1455410754,202108,0.8064177497828224
731174264,202108,0.8060854720433211
1187300888,202108,0.8052586313757777
1053660367,202108,0.7995761246993056
1501373397,202108,0.799163554823887
875218419,202108,0.7898571440189748
877757085,202108,0.7893229824706833
855980695,202108,0.7841578403730766
697307454,202108,0.7819288569140446
1085834405,202108,0.7786601090662075
1455152445,202108,0.777613516814484
1542639904,202108,0.7722494806963449
1496334356,202108,0.7667248923657212
1315590463,202108,0.7597723804996729
1046298313,202108,0.7595566149463192
576802189,202108,0.7581631982441623
674826954,202108,0.7580066201368811
1248828947,202108,0.7574130055541379
739889780,202108,0.7519973474405816
852586893,202108,0.7518627309559034
1322288014,202108,0.7511259722164794
749142548,202108,0.7460948526485438
946454380,202108,0.74601240533644
1460746022,202108,0.7376150527403479
512877607,202108,0.7338715766472973
891203375,202108,0.7328687560359917
661923023,202108,0.7294507622353222
763286022,202108,0.7269030504964195
871614873,202108,0.7246713604202139
1453335539,202108,0.7240133251742413
1232041358,202108,0.7234393887097267
1174335556,202108,0.7215382066593949
1471296744,202108,0.7203634052766721
825028479,202108,0.7184899945845373
284241629,202108,0.7182772153932322
1541665751,202108,0.7142178465347601
496623111,202108,0.7136478353158925
566143456,202108,0.7092986238643667
1327260036,202108,0.7053926727865221
640006034,202108,0.7030910913087433
610100688,202108,0.7022774586859954
926251102,202108,0.7003588070175416
283451319,202108,0.7003077610294454
689123426,202108,0.6981399229311409
726647172,202108,0.6969952766253424
1351192000,202108,0.6969126884675941
1454651290,202108,0.6954921832341779
1455139242,202108,0.6948115228400903
1216764662,202108,0.6946594254123231
266262926,202108,0.6940266486685898
1103638308,202108,0.6934074401328494
516182006,202108,0.6901976316033638
974321556,202108,0.6899364258882223
916217435,202108,0.6883177982174362
1498193192,202108,0.6870793212579227
908439394,202108,0.6809463298688209
1309462691,202108,0.6803366373346382
1389069735,202108,0.679096719139628
675235196,202108,0.6784079076129302
1056973007,202108,0.6774366739873092
541370575,202108,0.6760576278761259
468098998,202108,0.6735944452567382
779103394,202108,0.6715834951115414
913951878,202108,0.6698699112984526
1387798758,202108,0.6680401377931982
481142733,202108,0.6670937110529873
1108059439,202108,0.6665327967054652
1076405010,202108,0.6655138139363348
840680745,202108,0.6640064447646904
1008617411,202108,0.6636366357453582
1330142478,202108,0.6608752745706243
570823043,202108,0.6607940114623736
1220884537,202108,0.6572150404593989
650310043,202108,0.6558204183375436
1451998857,202108,0.6555158503977846
1351711677,202108,0.6548093718071746
1382419144,202108,0.6539159481766035
1037607153,202108,0.6485768065321063
939732328,202108,0.6480693561784674
1492589478,202108,0.647969414392118
483940436,202108,0.6462033989693461
674363503,202108,0.645932915048211
877664831,202108,0.6454288076923489
828138309,202108,0.6453040994267232
580935616,202108,0.6451442809021576
1246622101,202108,0.6429561392847428
976198265,202108,0.6426174934522505
596919847,202108,0.642159839652265
471044011,202108,0.6352046901065593
1314774193,202108,0.6348861097953329
1221673020,202108,0.6344074167393638
1211727961,202108,0.6333686267938946
1392781941,202108,0.6331346510212162
850427741,202108,0.6319919187667038
1148933160,202108,0.6251140286158229
339353341,202108,0.62507279627488
844188825,202108,0.6217904412157333
707237415,202108,0.6216127834580784
594418012,202108,0.621274673982983
886507606,202108,0.6203452442143977
1214073800,202108,0.6183466208673418
1486836993,202108,0.6176692755142364
1463398967,202108,0.6171781025329494
645090506,202108,0.616511877636518
1558958943,202108,0.6159658688038845
1075679457,202108,0.614851713998703
1122977834,202108,0.6142196418604183
652969615,202108,0.6110032368448696
1202494732,202108,0.6108671766858225
1356421964,202108,0.6106332223047929
662510813,202108,0.6061271743545933
1556298491,202108,0.6059204530540614
1088643849,202108,0.6052302898520117
1501002713,202108,0.6038713101461405
1211148113,202108,0.602022500344612
893279974,202108,0.6016059032951376
848159340,202108,0.5970824592919941
962571915,202108,0.5945380716476308
1463278343,202108,0.5942700794694488
1341317019,202108,0.5910485167502784
570043305,202108,0.5908555569155597
688587634,202108,0.5896019588518282
1280446331,202108,0.5895123173143624
1436426012,202108,0.5894670591396962
458348509,202108,0.5859931933746778
1195505335,202108,0.5856329866980835
1573944435,202108,0.5845768055044054
304163479,202108,0.5841641587398464
588389054,202108,0.583800601906932
1334834387,202108,0.5813296060559474
1309416602,202108,0.5808893627044457
1087824146,202108,0.580006173272008
818067230,202108,0.578786522778354
1161752941,202108,0.5781285164174211
1142782417,202108,0.5766694298609886
941625297,202108,0.5758544883952927
1389054056,202108,0.5754756609635231
944137046,202108,0.5728716845444534
1115688120,202108,0.572418847579065
740341276,202108,0.5721640450542201
892786625,202108,0.5709684239523842
284752049,202108,0.5698277014195078
1162654319,202108,0.5689559481642048
1471896498,202108,0.568278160157529
1236224522,202108,0.5681047520802395
1243136694,202108,0.5679307277278721
1090529525,202108,0.5646823786103532
1118623363,202108,0.5645622036824867
1181382349,202108,0.5639907144533362
1593087419,202108,0.5604460776009845
1014942228,202108,0.5579635578526724
288057028,202108,0.5579260827924015
1461288747,202108,0.5572639692700387
1200599073,202108,0.5531356767031707
483632535,202108,0.5526201340584538
1343843943,202108,0.5518986890027455
1308822544,202108,0.550807245706377
1356660581,202108,0.549557242792698
1573876612,202108,0.5490076149908966
981733935,202108,0.5487404373826432
